date,T_Occupancy,T_time
30-03-2022,1,14:57:06
30-03-2022,1,14:57:20
30-03-2022,1,14:57:33
30-03-2022,1,14:57:47
30-03-2022,1,14:57:52
30-03-2022,1,14:57:57
30-03-2022,1,15:00:25
30-03-2022,1,15:00:30
30-03-2022,1,15:00:41
30-03-2022,1,15:03:56
30-03-2022,1,15:04:02
30-03-2022,1,15:04:12
30-03-2022,5,15:06:09
30-03-2022,2,15:06:45
30-03-2022,4,15:07:29
30-03-2022,5,15:07:56
30-03-2022,2,15:10:39
30-03-2022,1,15:10:51
30-03-2022,5,15:29:06
30-03-2022,4,15:29:18
30-03-2022,5,15:30:52
30-03-2022,5,15:35:56
30-03-2022,1,15:42:26
30-03-2022,1,15:42:39
30-03-2022,3,15:42:39
30-03-2022,2,15:42:46
30-03-2022,4,15:42:49
30-03-2022,2,15:42:52
30-03-2022,1,15:43:07
30-03-2022,3,15:43:07
30-03-2022,1,15:43:15
30-03-2022,4,15:43:38
30-03-2022,2,15:43:47
30-03-2022,3,15:43:49
30-03-2022,2,15:44:08
30-03-2022,2,15:44:13
30-03-2022,3,15:44:15
30-03-2022,2,15:44:31
30-03-2022,3,15:44:32
30-03-2022,2,15:44:42
30-03-2022,2,15:44:47
30-03-2022,2,15:45:08
30-03-2022,2,15:45:13
30-03-2022,2,15:45:14
30-03-2022,3,15:45:19
30-03-2022,2,15:45:20
30-03-2022,1,15:45:25
30-03-2022,2,15:45:42
30-03-2022,2,15:45:50
30-03-2022,2,15:46:14
30-03-2022,2,15:46:22
30-03-2022,4,15:46:26
30-03-2022,2,15:46:29
30-03-2022,5,15:46:33
30-03-2022,2,15:46:36
30-03-2022,2,15:46:40
30-03-2022,2,15:46:48
30-03-2022,2,15:46:55
30-03-2022,6,15:46:58
30-03-2022,2,15:47:08
30-03-2022,2,15:47:19
30-03-2022,2,15:47:28
30-03-2022,4,15:47:57
30-03-2022,1,9:38:36
30-03-2022,1,9:38:36
30-03-2022,2,9:38:41
30-03-2022,1,9:38:42
30-03-2022,0,9:38:44
30-03-2022,1,9:38:46
30-03-2022,1,9:38:49
30-03-2022,1,9:38:49
30-03-2022,2,9:38:54
30-03-2022,2,9:40:54
30-03-2022,2,9:40:58
30-03-2022,1,9:40:58
30-03-2022,1,9:41:15
30-03-2022,1,9:41:19
30-03-2022,2,9:41:20
30-03-2022,2,9:41:26
30-03-2022,1,9:41:30
30-03-2022,1,9:42:30
30-03-2022,1,9:42:32
30-03-2022,1,9:42:36
30-03-2022,0,9:42:38
30-03-2022,1,9:44:15
30-03-2022,3,9:44:16
30-03-2022,1,9:44:17
30-03-2022,0,9:44:21
30-03-2022,1,9:44:33
30-03-2022,1,9:44:35
30-03-2022,3,9:44:43
30-03-2022,3,9:44:48
30-03-2022,0,9:44:51
30-03-2022,2,9:45:07
30-03-2022,4,9:45:12
30-03-2022,1,9:45:16
30-03-2022,1,9:45:24
30-03-2022,0,9:45:28
30-03-2022,1,9:45:31
30-03-2022,4,9:45:33
30-03-2022,1,9:45:35
30-03-2022,5,9:45:36
30-03-2022,1,9:45:44
30-03-2022,3,9:45:47
30-03-2022,1,9:45:47
30-03-2022,1,9:45:49
30-03-2022,0,9:45:55
30-03-2022,3,9:46:54
30-03-2022,3,9:47:01
30-03-2022,2,9:47:03
30-03-2022,5,9:50:18
30-03-2022,5,9:50:54
30-03-2022,6,9:52:17
30-03-2022,3,9:52:25
30-03-2022,1,10:08:23
30-03-2022,1,10:08:25
30-03-2022,1,10:11:51
30-03-2022,0,10:11:56
30-03-2022,1,10:37:39
30-03-2022,0,10:37:44
30-03-2022,3,11:11:53
30-03-2022,1,11:12:03
30-03-2022,1,11:12:22
30-03-2022,1,11:23:11
30-03-2022,0,11:23:14
30-03-2022,1,11:23:18
30-03-2022,1,11:23:28
30-03-2022,1,11:28:41
30-03-2022,6,11:28:42
30-03-2022,1,11:28:47
30-03-2022,1,11:28:59
30-03-2022,5,11:29:03
30-03-2022,1,11:32:42
30-03-2022,1,11:32:56
30-03-2022,1,11:33:09
30-03-2022,3,11:33:16
30-03-2022,2,11:44:50
30-03-2022,3,11:44:56
30-03-2022,2,11:46:36
30-03-2022,2,11:47:01
30-03-2022,4,11:51:12
30-03-2022,4,11:51:18
30-03-2022,5,11:51:48
30-03-2022,3,11:52:54
30-03-2022,3,11:52:58
30-03-2022,3,11:53:03
30-03-2022,2,11:53:07
30-03-2022,1,12:10:59
30-03-2022,1,12:11:30
30-03-2022,1,12:13:55
30-03-2022,0,12:14:01
30-03-2022,1,12:29:34
30-03-2022,1,12:29:43
30-03-2022,3,12:29:44
30-03-2022,1,12:30:10
30-03-2022,0,12:30:14
30-03-2022,1,12:30:41
30-03-2022,3,12:30:43
30-03-2022,1,12:31:02
30-03-2022,2,12:31:05
30-03-2022,1,12:31:08
30-03-2022,2,12:31:10
30-03-2022,1,12:31:20
30-03-2022,1,12:31:39
30-03-2022,1,12:31:53
30-03-2022,0,12:32:05
30-03-2022,1,12:41:30
30-03-2022,2,12:42:02
30-03-2022,1,13:02:21
30-03-2022,4,13:02:22
30-03-2022,5,14:38:17
30-03-2022,3,14:38:55
30-03-2022,1,14:39:16
30-03-2022,3,14:39:21
30-03-2022,1,14:39:40
30-03-2022,3,14:39:46
30-03-2022,1,14:51:34
30-03-2022,4,14:51:38
30-03-2022,1,14:51:50
30-03-2022,1,14:52:03
30-03-2022,4,14:52:17
30-03-2022,1,14:52:51
30-03-2022,1,14:52:57
30-03-2022,0,14:53:03
30-03-2022,2,14:53:29
30-03-2022,4,14:53:43
30-03-2022,2,14:53:46
30-03-2022,4,14:53:49
30-03-2022,1,14:54:01
30-03-2022,4,14:54:06
30-03-2022,1,14:57:33
30-03-2022,1,14:57:47
30-03-2022,1,14:57:57
30-03-2022,1,14:58:21
30-03-2022,1,14:58:24
30-03-2022,1,14:58:35
30-03-2022,0,14:58:48
30-03-2022,1,14:59:02
30-03-2022,2,14:59:15
30-03-2022,1,15:00:41
30-03-2022,1,15:00:55
30-03-2022,0,15:00:59
30-03-2022,1,15:01:17
30-03-2022,4,15:01:31
30-03-2022,1,15:01:36
30-03-2022,4,15:01:50
30-03-2022,1,15:02:14
30-03-2022,1,15:02:34
30-03-2022,1,15:02:37
30-03-2022,0,15:03:26
30-03-2022,1,15:03:47
30-03-2022,1,15:03:56
30-03-2022,1,15:04:12
30-03-2022,0,15:04:16
30-03-2022,1,15:13:28
30-03-2022,0,15:13:34
30-03-2022,1,15:17:39
30-03-2022,1,15:17:43
30-03-2022,1,15:17:54
30-03-2022,3,15:18:02
30-03-2022,1,15:18:07
30-03-2022,1,15:18:30
30-03-2022,0,15:18:35
30-03-2022,2,15:41:59
30-03-2022,1,15:42:26
30-03-2022,1,15:50:04
30-03-2022,0,15:50:09
31-03-2022,2,9:43:57
31-03-2022,3,9:44:05
31-03-2022,4,9:44:55
31-03-2022,4,9:45:02
31-03-2022,2,9:45:33
31-03-2022,3,9:58:53
31-03-2022,4,9:59:17
31-03-2022,2,10:01:39
31-03-2022,7,10:09:42
31-03-2022,3,10:12:23
31-03-2022,2,10:25:52
31-03-2022,1,10:26:10
31-03-2022,1,10:28:18
31-03-2022,2,10:28:44
31-03-2022,4,10:30:13
31-03-2022,2,10:30:50
31-03-2022,2,8:56:57
31-03-2022,1,8:57:06
31-03-2022,2,8:57:12
31-03-2022,1,9:00:52
31-03-2022,0,9:01:06
31-03-2022,1,9:01:21
31-03-2022,1,9:01:26
31-03-2022,1,9:01:30
31-03-2022,2,9:01:36
31-03-2022,1,9:01:42
31-03-2022,2,9:02:01
31-03-2022,1,9:02:27
31-03-2022,1,9:02:31
31-03-2022,0,9:02:36
31-03-2022,3,9:28:10
31-03-2022,4,9:28:12
31-03-2022,2,9:28:18
31-03-2022,3,9:28:23
31-03-2022,1,9:28:42
31-03-2022,1,9:29:03
31-03-2022,2,9:29:04
31-03-2022,1,9:29:10
31-03-2022,1,9:29:17
31-03-2022,3,9:29:23
31-03-2022,2,9:30:30
31-03-2022,2,9:31:15
31-03-2022,3,9:31:18
31-03-2022,3,9:32:17
31-03-2022,2,9:32:23
31-03-2022,3,9:32:28
31-03-2022,2,9:32:29
31-03-2022,3,9:32:38
31-03-2022,2,9:32:54
31-03-2022,3,9:33:01
31-03-2022,3,9:33:11
31-03-2022,2,9:33:15
31-03-2022,2,9:33:33
